t,AR1_a,AR1_b,AR1_c,AR2,ARIMA_110,ARMA_11_a,ARMA_11_b,ARMA_22,MA1_a,MA1_b,MA2,EX1_a,EX1_b,EX1_c,EX1_d
256,1.162349068,1.709042732,-0.156479313,-1.019537442,12.42057762,1.033509847,4.433273553,8.345054684,-1.501886061,1.101962405,2.239023279,-2.380063814,1.823890355,0.231222858,-2.121318016
257,-0.575539844,0.78732183,-0.53056021,-1.653399158,10.96477246,-2.118407756,6.164441235,7.630921497,-1.923813855,1.963566953,1.931169109,0.714447124,0.163579731,0.595550681,0.372120378
258,0.253353146,0.592644872,-1.257730669,0.304775176,9.832356786,-2.678254183,7.275095529,7.285498275,-1.251024074,1.293165704,1.726834911,-1.827865104,-1.32693787,0.695380408,0.249139198
259,-0.231042133,-0.286198521,1.101119016,-0.682405004,9.547286547,-1.625778796,6.64716605,7.158707396,-2.921807796,2.118078189,0.735925878,0.059849237,2.721059459,1.318608067,-2.146242982
260,0.826686892,-0.699748356,-1.901284566,0.806793459,8.524387312,-2.198402785,6.627570315,6.405499698,-1.393466625,0.042240459,2.03692296,3.558873778,-1.972302133,0.083365971,2.850225261
261,-0.026631902,0.129825076,1.140821206,0.149935388,10.55981465,-1.680768327,6.122927974,6.643620372,0.050198481,1.462172415,-0.011148081,-1.009348112,2.963817559,-0.578831077,-0.124826558
262,1.168394032,-0.64259043,-2.233037695,2.298326486,11.93708273,0.722201548,3.70450178,7.307608231,-2.126367636,2.455739873,-1.032562234,-1.347101205,-3.228865842,-0.815687686,-0.864779587
263,1.367286595,-1.172707453,1.186433544,0.572877553,13.89365085,1.20040102,2.760822938,7.946704951,-1.89891499,1.042892606,-1.523578689,0.263568377,3.26895475,-2.760951049,-0.230492476
264,0.295853661,0.138045542,-1.722722139,-0.013310342,12.77846774,1.731898764,2.708964702,9.155235195,0.196887557,0.808546791,2.062421191,-0.404394242,-3.196826339,-1.874784221,0.568054024
265,0.778042328,1.451358467,0.071573869,0.509030123,12.85035903,1.153805385,1.996622053,9.816964215,0.979389465,0.435941233,0.486331562,-1.521354975,1.872908162,1.128383319,-1.138136835
266,-1.537093618,0.772999282,-1.608146416,-0.040565816,11.57724864,0.559504987,2.921998424,9.607133195,0.808689332,-0.074020926,0.138206577,0.259313883,-1.119853607,0.869701344,-0.045093811
267,-1.247192809,-0.002736839,2.363192822,-0.01080105,11.73318609,2.405132455,3.024948594,10.38247403,0.954646839,-1.642729035,-0.269686045,0.493155674,2.208840295,1.965018847,0.327658845
268,0.025449341,0.544269767,-1.625929044,-0.914899738,12.22487871,3.110502207,2.590742017,12.37995095,0.767818085,-0.20315029,1.699156705,1.212919806,-1.453050715,1.734713609,0.072511618
269,-0.826444734,1.576505378,-0.354519131,1.268516349,12.1123657,3.470412257,0.268211971,14.53475162,0.521443395,2.587877306,0.222550671,1.263769472,0.660255398,2.138180038,1.118034335
270,-2.743397605,-0.149891853,0.247785582,1.378450898,13.36911653,2.093723782,-2.624115482,13.79520844,0.180552787,3.375166996,1.975472507,-0.567422571,0.723910285,0.413011439,-0.190710463
271,-1.41507257,-0.881000375,0.446690187,-0.384941306,13.42193536,2.292466624,-3.743091369,13.6314638,-1.127312753,1.423658101,1.768067263,-0.739438544,-0.882283606,0.029783496,-0.331196962
272,-0.855640921,0.205029889,-0.052997944,-0.608719622,12.87301235,3.723235962,-3.791716937,13.17059505,-0.576683729,-0.006001193,2.795970502,1.06059164,1.517058749,-0.758384763,-0.312824385
273,-0.946202063,-2.152881842,-0.463965297,1.302338626,11.54258636,4.242966123,-3.571547694,13.248991,1.124618353,0.117267821,1.067221799,0.566721318,-2.473025793,-1.457829421,1.468604364
274,-2.079741067,-3.189915936,0.666377986,1.899571335,10.07615217,3.138323389,-2.19375901,13.98760359,3.012972284,1.255124875,0.541019031,-0.813561934,2.741407923,-0.700164117,-1.3386656
275,-0.399124443,-2.321681098,-0.211461806,1.521788379,10.1414766,3.191595722,-3.021402887,15.03487805,1.378510088,2.16485573,0.350953896,1.201915054,-2.996579879,1.341708003,0.91391668
276,0.913972758,-0.898936454,0.268226744,1.659100766,10.61437341,2.474726711,-3.004737895,14.82554791,-0.341398902,1.294323446,-1.114603743,0.096674385,2.017879986,2.005811582,0.020816693
277,0.804103904,-1.128968969,-1.227576967,-0.5740956,11.90327071,0.309592794,-1.100720123,13.49593107,-2.117591453,1.359045227,0.934161017,0.899473073,-2.980798275,0.832772407,0.063970179
278,0.962285482,-0.833284858,1.519196299,0.142667215,12.28649043,0.208727153,-0.132341669,10.17974779,-2.493709029,0.641491397,0.688446778,-0.288631833,5.903937685,1.081981219,0.813282421
279,1.569147801,-1.391702832,1.600283494,0.479332089,12.89279256,0.508073366,0.951701872,7.541983678,0.655126431,0.481476697,1.787890279,-1.302376447,-5.936298645,0.362439638,-1.348053392
280,0.8207906,-0.464469118,-2.339189027,-1.198110542,13.50073875,0.116461535,2.6476423,5.343468088,0.776717938,1.484273336,-0.648340389,0.370545176,4.943396233,0.632680893,0.440882932
281,1.193054096,1.268476147,0.866844299,-1.714151135,12.43924913,1.441170588,2.305962383,5.812702105,0.365416513,4.350957635,-1.656780904,-2.388966272,-3.860351349,-0.80791772,-0.193727117
282,0.451169047,0.771004005,-1.354080418,0.320687244,13.58078464,1.254497031,1.883280809,5.388180433,1.122558919,2.12974158,-2.654702719,-1.184509017,2.209789661,-0.361270877,-2.137092089
283,-1.247944538,0.682068069,1.920619754,-0.616320144,14.40015361,0.994300013,1.399144887,5.508694619,-0.415664028,-0.700548874,-1.859579324,3.4355449,-1.50739587,-0.760765557,1.595662436
284,-0.65145077,0.947862691,-0.944667434,0.927777813,15.65737399,-1.291531319,0.289510828,4.57386253,-0.744190761,0.044919567,-0.678650048,-0.204047184,1.863623759,-0.959514036,1.383530523
285,-0.396008282,1.281571473,-0.207573022,1.496185416,17.3668429,-3.194116743,-2.093823338,6.658564142,0.244939342,-0.138340472,0.243585669,-0.335872996,-0.725102478,-1.945625542,-2.007420093
286,2.053504204,2.975005985,0.039823684,0.798222996,18.34195854,-3.286172993,-3.626298877,6.076816793,-0.125663237,0.391787997,-0.981557651,2.297640178,-1.655278644,2.05343054,2.257546205
287,0.160014218,0.271764482,-1.284903229,1.101605261,18.62121251,-2.632055066,-2.824320675,7.660422141,-0.043602271,0.722418286,-0.439789302,0.487526336,0.421396798,1.813094815,-0.625209147
288,0.693361871,0.263132016,0.879418088,-1.597477583,19.68243859,-2.053783216,-0.709507464,6.728834042,-0.489387679,1.520916203,-1.385820724,0.12005981,-0.503501274,0.980736862,1.283703136
289,0.005094451,2.159870648,-0.903495295,-0.511008586,19.27187609,-0.505692733,0.402135979,6.47696969,-1.676447247,-0.170076186,-0.263606169,-0.887411906,0.337301602,0.168555092,-1.550799721
290,-0.715170456,0.756900828,0.912883678,0.013295011,20.99687597,-1.746675784,0.492458195,5.129798842,-0.395115247,-1.781441102,0.389247929,0.51602667,-0.775479303,-1.200304758,1.114767973
291,-0.481394358,0.746934849,0.412968068,-0.171031594,21.6482438,-1.258536795,0.255206176,7.091656707,1.815911845,0.844227931,0.103722195,-1.58883467,1.140670157,-1.024146445,-0.924593577
292,1.120706459,0.416918179,-0.23316373,0.14132642,23.6932098,0.401512251,-0.434850573,7.632598336,1.296765844,1.165829635,-0.441551405,0.20309462,-0.876834642,0.233712997,-0.39372164
293,0.460965009,-2.148631499,1.405248691,-2.200330835,26.43240209,0.831032847,0.392778592,9.051364907,0.076002921,-0.787239178,0.232476356,2.053849609,-0.20922185,1.511582749,0.720749377
294,-0.93982559,0.348279863,0.726041344,-1.643334357,28.1588832,1.517224283,1.99862093,7.847500697,-0.349906605,-1.627218805,-0.374692408,1.122164778,1.081720604,-0.840634376,1.123720949
295,0.480697794,0.043624521,0.228216059,0.12859961,29.76199278,2.612379773,2.608591847,6.914592284,1.178458026,-1.196621732,-0.535530495,-1.091260699,-1.202085604,-2.499251867,-0.342457184
296,0.506461238,1.701728636,-0.755697766,0.419142253,29.69931005,1.506985166,2.637209122,5.892310717,2.231221998,0.25904643,-0.604829288,0.649392691,1.05643134,-2.245318514,-0.659195934
297,0.539256398,0.790158311,2.692497879,0.548660204,29.98470691,1.078936162,2.846319424,4.668639287,2.284409426,-0.17299857,-0.128212142,1.019934816,1.282075644,-1.061191997,1.50320719
298,0.477728493,0.458907632,-4.148791598,0.585013595,31.19955749,0.436815844,3.616809235,5.52190051,1.746661271,1.025480917,1.53279677,-0.232645784,-0.829076037,-0.444170761,-0.92921268
299,0.510555256,0.563025729,1.278046691,0.050125516,32.02754632,-0.474073358,5.480205986,3.678314065,0.772448719,1.048952327,1.207854229,-0.41637386,-0.30434391,0.606711952,0.962809553
300,-0.097870822,0.113101366,-1.953405031,-0.544154305,32.07020271,-2.509464551,7.222982253,3.624555869,0.71880011,0.342187566,0.032794298,-0.763704139,-0.041422117,0.864498816,-1.664994726
301,0.4781925,-0.329152936,0.347635511,-0.725170816,31.44001469,-3.062120562,6.518513271,2.347428221,0.663058118,0.102008745,-0.723569093,0.612938719,0.197583691,-0.349546724,1.392676686
302,-0.972809557,1.603377065,-0.580347756,-0.523698588,31.02597946,-1.646664732,5.944549743,4.041526853,-0.989445091,-0.306889165,0.339585219,-1.510458614,-1.269937763,0.132546992,-1.184947185
303,0.885556024,1.425928368,0.317121592,0.518552038,31.84671978,0.466884126,5.331580112,4.902304471,1.19168732,-0.346225544,-1.041888321,-1.155791153,-0.913414609,-0.029388767,0.022342853
304,-0.098725817,0.62480445,1.470699909,-1.953802172,31.85518904,1.006428888,4.010166844,5.76234674,0.575955952,1.055871092,-0.884040375,2.668909343,0.26047083,-0.000899406,-1.176802327
305,0.078263402,1.328078063,-0.915555626,-0.447476135,31.73926049,0.751068831,3.801765787,6.82584963,0.035930013,-0.644876861,-1.636113312,2.476847098,0.32601117,2.141015694,4.202546208
306,1.391236628,1.711873645,1.53611551,-1.032798242,30.37556335,0.294207575,4.580285998,8.10184949,-0.474079476,0.28351037,-0.931035188,-3.028512882,-1.181858878,2.338049875,-2.97279803
307,-0.501824122,1.102248848,-0.291494835,0.498113643,30.05165791,-0.422367552,4.076921861,9.418697653,-1.882585582,0.301377068,-1.366678332,1.026266529,1.629861455,0.299937289,0.800931566
308,-0.162917912,-1.389194071,-0.006620065,0.986696689,31.16521616,0.58695523,3.812245846,9.25252771,-1.423988068,0.524312727,0.251330281,-0.927387592,0.218189606,-1.153984894,-0.002813021
309,0.517137765,-1.309944966,0.132177121,1.100943616,33.33039212,1.818637686,3.56436506,9.166531262,-1.764785854,0.382419463,0.452654333,-0.502751284,0.02006162,-1.139507541,-0.925674237
310,0.802663828,-2.939512049,-1.025351021,1.835968084,35.44420043,1.916551559,4.32900442,7.503212065,-1.028215996,-1.380861595,-0.735599581,1.428290258,1.681175421,-1.674385905,0.699681568
311,-0.031572172,-2.370086042,1.776301824,1.074436497,34.84269662,1.627355869,4.955651128,7.963250031,-0.905301704,-0.460582473,-2.183367891,1.12528323,-1.066872151,-3.033996953,0.527489133
312,-1.036762063,-1.926740191,-0.518689509,2.570810116,34.96382384,1.653936017,4.452872383,7.523626071,-0.522520185,-0.430261485,0.506566737,-2.043655923,0.282487258,-2.667064858,0.436942998
313,0.199849618,-3.731675197,-1.905908909,0.593477847,35.49263578,2.226125622,4.072022907,8.726174367,2.142905796,0.741349566,0.415952208,-3.181224397,-0.383869246,-0.615678547,-2.618258891
314,-0.848341683,-2.476768225,2.190032066,1.723849856,35.45652265,3.728676011,2.239792736,8.031216372,2.351524707,-0.153097618,0.002961593,0.541986072,2.79543475,-0.203196061,0.214854196
315,-0.345851126,-0.052408898,1.449778263,0.383508755,35.60534425,4.694301923,1.121114911,5.164143625,-1.101515128,-2.284419956,-2.399425334,0.37920223,-1.164978706,0.789017565,0.285029224
316,0.086540358,-2.015473173,-0.510214311,1.278322054,34.83060125,3.256149934,1.779093564,2.474398257,-0.875554787,-1.926678085,-2.015313167,-0.4515519,1.274202042,2.412694366,0.017692501
317,0.234071576,-1.424367365,-0.616584107,2.035756158,35.04498623,2.745794674,1.675945726,0.029212353,0.456855787,-1.084428724,-1.880459765,0.157695925,-0.798034207,2.212798888,-0.472888313
318,0.271836489,-1.079243272,0.775648057,0.773844465,34.8465162,2.033813385,0.845758352,0.590201228,2.002177351,-1.169144312,-0.404078635,0.775539188,0.706790107,2.703676423,0.773105725
319,0.393878555,-1.048739636,0.2018612,0.057743582,33.158352,0.982725338,1.436752988,0.2569555,2.059092455,-0.733142501,0.392614999,-1.215111875,-0.258010483,1.875345165,-0.224441874
320,0.396517942,-0.061003525,-0.471951277,1.852813307,31.77800272,1.222012777,2.666053743,-0.01487037,0.145656329,-0.737876953,1.901375306,0.162942524,1.71504225,-0.047503509,-0.928540306
321,0.783529951,1.66198193,0.089707693,1.013913813,32.31422808,2.126232889,3.095405531,-3.062552175,-1.469240805,-0.767938092,1.452606761,0.977606699,-0.756191561,-1.143055532,1.369687906
322,-1.095000791,0.118759652,-0.736806498,1.376396928,32.30168194,1.482751824,4.199939892,-2.7729289,-0.963187597,0.081546122,1.662999754,-0.759784039,0.694765267,1.369035576,-0.793880683
323,0.135962152,-0.079632183,0.068848356,1.195860464,33.02690429,1.50179752,5.045374255,-3.162336165,1.227402476,-0.966851749,1.212811075,2.418524839,-2.954264944,3.011932436,0.263117417
324,1.390160635,-0.493991156,-0.025684876,1.611690048,34.40862334,1.262498576,4.132814506,-1.938952436,0.057945448,0.061989698,-1.241688384,1.837712823,2.411219246,2.669633725,2.079839288
325,0.094578146,-0.892444857,-2.417165243,0.565036888,35.24205348,2.239301664,4.595497766,-3.28946188,-1.480516238,0.453550763,-1.488693725,-2.171758415,-1.592832042,1.384994933,-0.86702588
326,-0.154532586,-1.808729071,1.243881236,-0.195851853,35.38978925,2.537523014,7.0894381,-3.067098141,0.372291988,-0.039761273,-1.721968924,-1.184795103,1.709111369,0.118540813,-1.065896979
327,-2.144877647,-2.94951314,-0.215680359,0.105056892,34.94873521,1.921329674,8.701459865,-4.582387083,1.704391871,-2.059174083,1.292692091,0.555795234,-1.156265466,-0.266535051,0.198905125
328,-2.766850723,-2.560737975,0.30581723,0.23947656,35.42369201,1.627527439,6.999519272,-4.508611801,0.44387282,-1.522971531,0.214528764,-0.797979776,1.035805862,1.182828406,0.306894619
329,0.303517656,-3.423957696,-0.039091678,0.17091024,34.64520867,-0.11875737,5.774044191,-6.239655393,-0.719146432,-0.736383552,0.279438528,-2.924106906,-2.8219676,1.931938171,-1.194093809
330,0.648939492,-3.314970595,-0.155995493,0.503461425,34.42432952,-0.484194811,5.937432539,-4.941784805,-0.661841196,0.513907753,-1.655037239,-1.302155393,3.762589786,1.430335986,-1.373429414
331,0.903783425,-1.724348772,2.577094024,-0.133392746,34.00230265,0.545383382,5.387584817,-5.876055817,0.888751437,1.89919776,-1.914835056,1.392972633,-2.65591471,-1.93408583,0.494421553
332,1.26279775,-1.651894529,-0.50804186,-0.040474008,31.48419718,0.435871533,5.951684151,-3.480533054,0.943597281,2.065738522,-2.469460334,-0.192572727,2.559569548,-2.601446532,0.769518262
333,0.262872403,0.055257651,0.165140414,-1.333802905,28.56448344,-0.183188925,7.27335991,-3.143698489,0.305554814,-0.374589733,-3.097066409,-0.394473815,-1.279411723,-1.298260262,-1.18824386
334,1.507817354,0.092579638,-1.406286002,-1.841337139,27.72867453,0.714032128,6.456211425,-1.046258239,1.838330555,-1.46405637,-2.304835866,2.659050216,1.433217747,0.43730874,1.144899324
335,1.699057952,-0.216010273,1.037645337,-1.285057604,27.03591023,1.748381945,4.416095904,-2.269963264,2.174493063,-0.567152213,-2.096412319,0.974276735,-3.123225799,1.2974625,1.179891594
336,0.114426257,-0.437434786,-0.287980305,-2.66458993,27.42353486,1.845943512,1.299468432,-0.702275442,1.912539294,-1.113368814,-0.676381814,0.878784949,1.411001276,1.189601619,-0.56642608
337,0.35624555,1.46754833,-1.625648846,-2.322737108,29.54358411,2.754622801,-1.419543163,-0.149419767,2.694032836,-2.240106327,-0.22920776,1.511295445,-0.063937051,-1.452452542,1.599918065
338,0.636416111,2.141040395,0.02313178,-1.481931866,32.28949484,3.04706407,-2.390101947,2.360061707,1.063540415,-0.17123665,1.313268484,-1.434779733,2.171352178,-0.542237646,-0.570544173
339,-1.157230961,1.072654295,0.973211952,-1.815047335,34.61430977,1.791461442,-1.058458296,3.484532816,-0.352406644,0.542966928,1.225934566,-0.792651449,-2.242919275,0.538145744,-0.710044556
340,-0.354157352,-0.947743952,-1.295716332,-1.350427977,36.38916141,2.438124478,-0.345620438,4.705476705,0.085456709,0.655289917,1.807279228,2.727482498,2.201322501,1.244102347,0.127625791
341,0.265564885,-1.176421502,1.428054275,-1.548469758,37.26127397,4.566264326,-0.458954204,5.495304431,0.590371011,-0.834430153,1.413599369,3.163083418,0.278967753,1.74327339,2.567279073
342,-0.733457528,-1.271308891,0.675486415,-1.405657385,39.3624333,5.303815177,-0.51497526,4.390962937,-0.136288806,-1.062295487,1.545762696,-0.393222834,-0.417109575,1.530910585,-0.172800583
343,0.152747268,-0.879321812,-1.463790836,-2.374915758,41.21936301,2.940755571,1.748869185,4.262178748,-0.174319828,-1.375521536,1.240602419,-0.190573532,1.703910555,-1.317377711,-0.19346547
344,-0.304317794,-1.165740372,0.762704372,-1.191302586,41.15994389,2.12713128,2.194801202,2.28026755,-0.527081143,-1.532163948,0.486852376,0.026404474,-1.878485792,-3.170412367,0.050217888
345,0.417452733,0.250024904,1.736755313,-1.185776525,40.96864989,2.427815785,2.423947527,1.777252915,-0.213419101,-0.268436819,1.465830951,0.220462243,0.784555828,-1.446859542,-0.042300971
346,-0.641595777,-0.767855663,-1.001542255,0.243944472,38.93496366,1.947350938,2.766157172,-0.196822357,-0.66440762,-0.677465693,1.067019853,1.710818991,-0.804886947,2.258549179,0.273240231
347,-0.741049628,-1.958159712,-1.271109395,1.248330596,37.51949308,2.785383226,1.526373668,0.915708587,-0.990111033,-1.482441266,0.70580028,1.625999504,0.242333095,2.476141416,1.354923062
348,-1.307560347,-1.236205737,0.567761285,-0.50921624,34.07788307,3.87216981,0.507790149,0.861923161,1.205673277,-1.902235768,-1.538756264,-0.383039863,0.636017092,1.753853907,-0.138474693
349,-0.403899952,-0.963416908,-0.308913453,-0.183716663,33.32691922,2.676173766,2.764626066,1.544759967,0.769021264,-2.217922847,-1.329949224,-2.720742149,-1.294620288,2.555808953,-0.218109101
350,-1.856793103,-0.663574643,-1.466026733,-0.8261599,32.24079792,0.928582456,4.143,0.637235826,-0.972800609,-1.723380996,-0.237494006,-1.928434585,0.097195014,1.484946627,-2.443358739
351,-0.570908941,1.184678866,1.714219071,-1.227917633,31.15914629,-1.576710173,4.177122683,0.751951285,0.027475853,1.186090444,-0.777543673,1.909398935,0.340050757,1.577265046,1.247033656
352,-0.906656705,0.74717702,0.921221483,-1.071760824,30.34083699,-3.028146406,3.44040156,0.526147946,-2.526772237,0.366646926,-2.039566055,0.673163754,1.826057238,0.319434384,0.31223971
353,-1.071518603,-1.550562482,-1.39572436,-1.814258747,30.46206958,-2.843430003,1.714166116,0.229865737,-2.294096649,-1.506548184,-1.496742607,0.343768471,-1.909708132,-1.187430945,0.266774059
354,-1.445453862,-2.004345787,0.814913458,-1.29835911,31.21314931,-0.761088936,0.997856427,-2.146020199,0.288347795,-2.073406622,-0.137768494,0.001311121,0.432478413,-1.524390422,-0.006399239
355,-0.246852438,-1.058193938,-1.219801,-1.627240066,32.23174912,-0.190173878,0.183816415,-3.217019986,2.509833589,-0.993946955,2.254908706,-2.039743242,-0.874955481,-1.332251413,0.005281675
356,0.904359326,-3.43237799,0.684506189,-1.161936036,32.2703664,-0.23252472,0.963023483,-5.525099224,1.314661899,-0.484393125,3.273386168,-0.160550456,0.215170447,0.259827365,-2.048719655
357,0.055669974,-1.319737658,0.902443494,-0.262082835,30.93024552,-0.29566138,0.117691443,-5.179350018,-1.25092464,0.015665172,3.064104793,2.833896346,-0.044379315,0.140146458,2.50167716
358,-0.97908653,-0.867285077,-0.594516018,0.146019271,29.73745074,2.0188492,-0.961672882,-5.257851117,1.643655729,-0.131464846,2.069311202,-0.245046576,-0.039169655,-0.928268442,-0.398350734
359,0.900901871,-0.866471528,1.845354925,1.123937936,29.29968801,1.550067851,-0.765569367,-4.461939771,2.195589615,0.69804375,0.717323795,0.889453583,-0.327826412,-0.580534902,0.257759221
360,-0.980231975,1.24762022,-0.758854603,0.886592551,28.21394925,1.758869371,0.780692634,-5.009617044,0.287928725,1.240691689,-0.291712319,0.745987321,-1.786219429,1.981697162,0.550825025
361,-0.42953399,1.126875971,0.560708649,-0.114835848,27.49366505,1.636193994,2.442937275,-3.877830143,0.507384446,1.488124274,-1.387373061,-2.140577012,0.677795523,1.823102272,0.025566411
362,-0.384209303,-0.046050653,0.115002971,-0.178083825,25.89383221,0.302053242,2.718137001,-5.539354471,-0.037722455,0.877143821,-0.897034774,-2.9311012,-2.123619419,-0.263034402,-2.181495785
363,0.540724471,-0.034862866,0.289876973,-1.966993993,24.92562349,-0.399588667,3.642413061,-4.79179612,-1.568939822,1.260463898,-1.173754526,1.459857504,1.409119477,-1.703558288,-0.099253563
364,0.168871975,1.606242803,0.619593938,-1.781801425,24.47355366,2.168560782,5.053949481,-6.031219684,-0.197872133,0.592064884,-1.366458797,3.668144505,-1.81925011,-2.056835025,1.608653651
365,0.973396765,0.089706656,-0.072982255,0.139335214,24.05643614,2.725812802,5.756625525,-5.09221606,0.705771926,0.886993426,-1.464490372,0.508811555,1.283412142,-1.077298839,1.587770552
366,1.759560395,-0.303292346,-0.226434797,-0.256540784,23.64225467,2.466586505,5.099158475,-5.558010778,-0.027710498,0.401773294,-2.909610622,-1.35461257,-1.249293724,-0.123554433,-1.565938802
367,1.312355882,-0.325968906,0.386971476,0.600995094,25.15729778,1.428247482,4.340656479,-5.981396181,-1.394858835,-0.776298558,-1.885552048,2.68935144,1.918676258,0.055932851,0.659905847
368,-0.25416407,1.209063891,1.106135375,1.411823382,26.82891017,-0.095661841,2.727033783,-4.567109398,-1.848196401,-1.6290068,-2.969358314,1.177613499,-2.645006486,-1.930770492,1.836532214
369,0.801489921,-0.049291886,-0.009990412,-0.169971688,28.94330868,-0.283123906,2.619508566,-4.267079904,-0.154112517,-1.440973646,-0.789069082,-0.090541885,1.455116192,-2.709916938,-1.213948249
370,0.190430184,-0.876452888,-0.476165384,-0.846676438,29.28874083,-0.813072542,3.114834737,-3.732127818,-0.565725606,-1.174027393,0.81845482,0.704939607,-2.037867866,-3.325914692,1.467190581
371,0.01547933,-1.815169724,1.648025405,1.260658568,29.66034196,0.471131202,3.571319238,-2.061473217,-0.261767575,0.126869767,0.897515818,-2.007461337,1.497484592,-2.260732281,-1.200468795
372,0.040448819,-1.498545883,-3.226267882,0.629230241,31.03812783,-0.633345756,3.285979184,-0.495163256,1.641782747,0.293547052,-0.161130117,-0.421999828,-0.89249857,-1.289729463,-0.460554132
373,1.004183408,-0.854633802,1.352691068,0.902851392,31.80827792,-1.120980027,-0.242885732,0.914211343,1.941002605,-0.661596852,-1.159165152,-0.083701296,2.87784134,-0.331351268,0.181874118
374,2.601539129,-0.666470215,0.885200401,0.239680133,30.14100733,-0.678051294,-3.113841718,0.787110177,-0.57092494,-1.27653837,0.06870685,0.62205746,-1.421894568,0.090949453,-0.312955321
375,1.630771364,-0.553651027,-0.017109873,2.394907781,29.48549074,0.992026115,-4.030201719,0.967974811,-0.936042254,0.973684236,0.849078851,0.135109176,1.642631907,1.175866366,1.030671799
376,0.199468249,-0.4527161,-0.958061256,0.756298621,27.18722534,2.130973076,-2.946854029,0.613333408,0.111480813,0.670862233,1.673471331,-2.098271991,-1.20351532,0.020326159,-1.200748398
377,0.208344778,-1.281313576,2.533516499,1.836001741,24.99709595,1.876532426,-1.995597124,-0.115944837,0.912894224,-1.390852997,0.1232839,0.169922028,0.669953673,-1.228496021,-0.545597909
378,0.357534839,-2.303307572,-1.74321284,0.919612359,25.00702263,2.5571525,-2.466680637,0.436103969,1.107186022,-1.179291389,0.306020498,3.032984037,0.236357053,-2.112434013,0.887057376
379,1.428093108,-1.850262277,1.290729652,0.733984432,25.62861549,3.406399132,-4.917813037,1.013574392,-1.001856852,-0.164706165,-1.142367202,0.962219602,1.939708587,-1.630995704,1.88919446
380,0.155486822,-1.785478963,-1.889642182,2.15046817,27.09324016,3.516839593,-4.502787942,2.084691222,-1.385103416,0.889020751,0.546037073,-2.797160586,-1.003798899,-0.269289594,-1.497911264
381,0.439737506,-0.483358297,2.308561884,1.900043229,28.27861983,2.429594701,-2.796563337,2.028697456,0.856500962,0.414892175,-0.42131324,-1.117931326,2.335168348,2.710050743,-0.870856922
382,-0.378954996,0.357797394,-1.81211853,2.191053129,28.87968886,1.742371886,-2.174870161,3.360466918,1.836480698,0.060893552,0.667450513,-0.206987759,-0.201703825,3.725074045,0.018671296
383,-0.292050531,-0.504467684,2.385308932,2.520115585,28.31601751,0.231366035,-2.802280897,2.13194504,2.578379848,-0.972324119,-0.474048053,0.078464452,-0.316636989,2.875164926,-0.220307563
384,0.372433858,1.289367515,-2.858861347,1.960009945,29.57072845,0.773795428,-2.814667272,3.658218102,0.483744068,0.172761248,-0.835149958,0.337800647,-0.115372034,1.123218109,0.370154011
385,-1.717231338,0.987838595,1.958103989,3.084065665,30.36856562,1.257962846,-3.341832532,4.558290763,-1.455331148,0.577757064,0.72664239,-0.500665128,-0.4238685,-0.607222937,-0.138551628
386,0.277774725,0.852437804,-1.385563013,1.67354713,30.13213952,1.788263186,-3.661397807,6.762128642,-0.910924939,0.796901779,-0.221179232,-2.288019479,0.736032489,-0.396511999,-0.321825582
387,-0.103568056,1.869774925,0.911476411,1.529681234,30.85550695,1.318167595,-4.330513554,5.508844918,0.69589069,1.989057186,-0.359014697,-2.160100701,-0.903697752,2.035893698,-1.868899491
388,-0.415024578,1.716183951,0.999199075,-0.550354907,32.36396838,-2.037953404,-3.275724177,5.247034061,0.898426571,1.107049773,0.561240268,-0.871299459,0.038268401,2.782117668,0.273060259
389,-1.525352205,2.059304528,-0.815378255,-0.529455625,35.1647,-3.597941941,-2.852951418,3.464808075,1.564658535,-0.175194009,0.968024098,-1.074127245,1.601633069,3.296300048,-1.20579299
390,-0.505199089,0.599845285,-0.281733493,-0.434667943,36.24214168,-3.495041147,-1.411977576,2.980920969,1.746403665,-0.936826734,3.017477304,0.088309746,-1.965840216,3.571672068,0.500915443
391,0.709278041,0.215370041,-0.810720771,0.457603143,36.49773886,-1.653888327,0.264470846,1.489730107,0.590489905,-1.036783507,1.74370461,-0.540094891,1.259595203,1.445521994,-0.547066499
392,1.48148993,-0.442096908,0.754709238,-0.107561728,36.23487514,-0.801988677,1.154801699,-1.20057922,1.9436325,-1.260698384,2.463918045,0.082696531,-1.647708815,-0.708995665,0.173989318
393,-1.09967024,-2.033805974,-0.034702969,2.682072374,35.70149948,-1.303694117,0.185937807,-2.822536448,1.982135187,-0.179002543,1.713554636,0.851262356,1.95347141,-1.947922789,-0.136570037
394,-0.674577436,0.199128085,-0.778691182,1.48634187,35.01484314,-3.586035829,0.681799235,-4.830116383,1.106592502,-1.245737787,0.267184616,-0.23223149,-1.537928762,-1.196487267,1.030523284
395,-0.582812008,-1.358611619,0.374673459,1.462314088,34.30717188,-2.229719723,2.267292227,-4.572036676,0.581509445,-2.625972596,-0.171513393,-2.1372558,1.457965221,-0.537397633,-1.56968612
396,0.242655283,0.174934071,0.141135416,0.14675496,35.32438954,-0.761764816,3.608996166,-5.646301701,-0.142637122,-1.714598991,0.734854597,-0.692044203,-1.412440423,-0.6238438,-0.105856257
